"Month","Tmin","Tmax","CP"
10,-17,13,0.527313358092023
10,-17,14,0.465787756751291
10,-17,15,0.476361682574084
10,-17,16,0.454334232137529
10,-17,17,0.458070205929245
10,-17,18,0.489290978500639
10,-17,19,0.494511254320405
10,-17,20,0.461897235053204
10,-17,21,0.283763870643449
10,-17,22,0.129348047755322
10,-17,23,0
10,-17,24,0
10,-17,25,0
10,-17,26,0
10,-17,27,0
10,-17,28,0
10,-17,29,0
10,-17,30,0
10,-16,-15,3.16106529451762e-13
10,-16,-14,1.27845552770191e-12
10,-16,-13,6.25910268104266e-12
10,-16,-12,3.31369236611689e-11
10,-16,-11,1.80555340512996e-10
10,-16,-10,9.93264193679129e-10
10,-16,-9,5.47434729234086e-09
10,-16,-8,2.99617801109539e-08
10,-16,-7,1.62502989197909e-07
10,-16,-6,8.71935238695744e-07
10,-16,-5,4.62357567246749e-06
10,-16,-4,2.42029876002245e-05
10,-16,-3,0.000124935681513655
10,-16,-2,0.000635079304793918
10,-16,-1,0.00316820785335939
10,-16,0,0.0153042671707003
10,-16,1,0.0675804633480455
10,-16,2,0.223980373561018
10,-16,3,0.425201860115466
10,-16,4,0.443671666934496
10,-16,5,0.473239854569166
10,-16,6,0.497689010607831
10,-16,7,0.515472365556436
10,-16,8,0.503677803669273
10,-16,9,0.533647524238157
10,-16,10,0.530954673625753
10,-16,11,0.552429598827282
10,-16,12,0.538943978858496
10,-16,13,0.527309018528262
10,-16,14,0.467373654195085
10,-16,15,0.463254135874742
10,-16,16,0.475003061220797
10,-16,17,0.494285160164981
10,-16,18,0.509444359156666
10,-16,19,0.48259253055183
10,-16,20,0.401313821179314
10,-16,21,0.270793094575688
10,-16,22,0.194355323429559
10,-16,23,0
10,-16,24,0
10,-16,25,0
10,-16,26,0
10,-16,27,0
10,-16,28,0
10,-16,29,0
10,-16,30,0
10,-15,-15,7.41067287747357e-13
10,-15,-14,2.0758263500027e-12
10,-15,-13,8.25949938166661e-12
10,-15,-12,3.97696709738019e-11
10,-15,-11,2.07121312116893e-10
10,-15,-10,1.11277511305717e-09
10,-15,-9,6.02187616339571e-09
10,-15,-8,3.25450103244033e-08
10,-15,-7,1.74821243352473e-07
10,-15,-6,9.30929449308483e-07
10,-15,-5,4.90549914768341e-06
10,-15,-4,2.55406040667908e-05
10,-15,-3,0.000131218531758836
10,-15,-2,0.000664215352309947
10,-15,-1,0.0033008982674645
10,-15,0,0.0158864128856195
10,-15,1,0.0698577397315201
10,-15,2,0.230348969511226
10,-15,3,0.435683199279944
10,-15,4,0.455620257519271
10,-15,5,0.500906403527734
10,-15,6,0.515868587586904
10,-15,7,0.532241618419988
10,-15,8,0.529481499314908
10,-15,9,0.525881305137904
10,-15,10,0.545059877088449
10,-15,11,0.551999330269794
10,-15,12,0.531341304962085
10,-15,13,0.53525367536542
10,-15,14,0.51942827487209
10,-15,15,0.487910902404423
10,-15,16,0.52097726763071
10,-15,17,0.520129791101141
10,-15,18,0.524532967374864
10,-15,19,0.47210647275053
10,-15,20,0.396379801253679
10,-15,21,0.31026265099549
10,-15,22,0.259842741277503
10,-15,23,0
10,-15,24,0
10,-15,25,0
10,-15,26,0
10,-15,27,0
10,-15,28,0
10,-15,29,0
10,-15,30,0
10,-14,-14,4.8318827791989e-12
10,-14,-13,1.33819656178881e-11
10,-14,-12,5.24113230790593e-11
10,-14,-11,2.48466473287067e-10
10,-14,-10,1.27304043022245e-09
10,-14,-9,6.71336211425554e-09
10,-14,-8,3.56598670872586e-08
10,-14,-7,1.89233902401675e-07
10,-14,-6,9.98415202221365e-07
10,-14,-5,5.22184635293269e-06
10,-14,-4,2.70174034856494e-05
10,-14,-3,0.00013805911107817
10,-14,-2,0.000695551707035469
10,-14,-1,0.00344204874250876
10,-14,0,0.0164993244690266
10,-14,1,0.0722302553467534
10,-14,2,0.236927793848385
10,-14,3,0.446318827105012
10,-14,4,0.469260007810728
10,-14,5,0.49514565401812
10,-14,6,0.533490457492816
10,-14,7,0.527227733364981
10,-14,8,0.539020299399167
10,-14,9,0.550227123177248
10,-14,10,0.575643676342196
10,-14,11,0.58082680627808
10,-14,12,0.559064288618093
10,-14,13,0.553083828426769
10,-14,14,0.511456889375229
10,-14,15,0.526751122126612
10,-14,16,0.525372441383295
10,-14,17,0.539397714529857
10,-14,18,0.514855485853359
10,-14,19,0.449255561062291
10,-14,20,0.389584299303091
10,-14,21,0.39613600792224
10,-14,22,0.294883494734631
10,-14,23,0
10,-14,24,0
10,-14,25,0
10,-14,26,0
10,-14,27,0
10,-14,28,0
10,-14,29,0
10,-14,30,0
10,-13,-13,3.09009235629033e-11
10,-13,-12,8.46451192496424e-11
10,-13,-11,3.26758018478982e-10
10,-13,-10,1.52072220817264e-09
10,-13,-9,7.65004858919686e-09
10,-13,-8,3.95953987329556e-08
10,-13,-7,2.06641365021716e-07
10,-13,-6,1.07726740812011e-06
10,-13,-5,5.5823344649411e-06
10,-13,-4,2.86668274275236e-05
10,-13,-3,0.000145572206979661
10,-13,-2,0.000729475234777352
10,-13,-1,0.00359291257129707
10,-13,0,0.0171467117316959
10,-13,1,0.0747065903763385
10,-13,2,0.243729297020558
10,-13,3,0.457303982781245
10,-13,4,0.48341265671694
10,-13,5,0.498439219688736
10,-13,6,0.548904313325378
10,-13,7,0.537731071168865
10,-13,8,0.528208257690011
10,-13,9,0.570596289402527
10,-13,10,0.576865605529557
10,-13,11,0.558255312021927
10,-13,12,0.565793542978869
10,-13,13,0.54185449244601
10,-13,14,0.525085239631159
10,-13,15,0.544583730988253
10,-13,16,0.550072040651055
10,-13,17,0.55392206261746
10,-13,18,0.484088104383372
10,-13,19,0.426971901950273
10,-13,20,0.356787781084916
10,-13,21,0.358681102088186
10,-13,22,0.281060683799568
10,-13,23,0
10,-13,24,0
10,-13,25,0
10,-13,26,0
10,-13,27,0
10,-13,28,0
10,-13,29,0
10,-13,30,0
10,-12,-12,1.93676667672958e-10
10,-12,-11,5.24872284791678e-10
10,-12,-10,1.99156016713139e-09
10,-12,-9,9.10144786389792e-09
10,-12,-8,4.49679728575542e-08
10,-12,-7,2.28663529945865e-07
10,-12,-6,1.17227746290921e-06
10,-12,-5,6.00212181122565e-06
10,-12,-4,3.05385984365601e-05
10,-12,-3,0.000153923079085588
10,-12,-2,0.000766532147429313
10,-12,-1,0.00375524649958657
10,-12,0,0.0178338187390404
10,-12,1,0.077299335033395
10,-12,2,0.250772743655374
10,-12,3,0.468179204182894
10,-12,4,0.498015647316895
10,-12,5,0.506751575503346
10,-12,6,0.563239370493912
10,-12,7,0.54969148125825
10,-12,8,0.575038965414593
10,-12,9,0.580892231809659
10,-12,10,0.570552336738307
10,-12,11,0.584716231863786
10,-12,12,0.556889080608934
10,-12,13,0.552951590772868
10,-12,14,0.562109191179926
10,-12,15,0.555532013561063
10,-12,16,0.568421796694736
10,-12,17,0.529725822611762
10,-12,18,0.478971200809963
10,-12,19,0.428415402894872
10,-12,20,0.398761387831329
10,-12,21,0.340756498841714
10,-12,22,0.247368590983493
10,-12,23,0
10,-12,24,0
10,-12,25,0
10,-12,26,0
10,-12,27,0
10,-12,28,0
10,-12,29,0
10,-12,30,0
10,-11,-11,1.18963471935187e-09
10,-11,-10,3.18407636588505e-09
10,-11,-9,1.18786610200602e-08
10,-11,-8,5.33193828836234e-08
10,-11,-7,2.58753253604295e-07
10,-11,-6,1.29236552266393e-06
10,-11,-5,6.50679764158507e-06
10,-11,-4,3.27111465985335e-05
10,-11,-3,0.000163360789840999
10,-11,-2,0.000807522571045932
10,-11,-1,0.00393158907661031
10,-11,0,0.0185682436614736
10,-11,1,0.0800274991750788
10,-11,2,0.258102220674785
10,-11,3,0.478792398001262
10,-11,4,0.513901902185124
10,-11,5,0.535417124458516
10,-11,6,0.575486974670563
10,-11,7,0.557887020699178
10,-11,8,0.574139769281548
10,-11,9,0.588689901668434
10,-11,10,0.58253911721864
10,-11,11,0.569226984332678
10,-11,12,0.563259812864059
10,-11,13,0.570280385520667
10,-11,14,0.563470532671207
10,-11,15,0.578955402282156
10,-11,16,0.565080314226449
10,-11,17,0.524141652583651
10,-11,18,0.488955695658819
10,-11,19,0.423789588014465
10,-11,20,0.398319480899515
10,-11,21,0.335525261901365
10,-11,22,0.283953123398755
10,-11,23,0
10,-11,24,0
10,-11,25,0
10,-11,26,0
10,-11,27,0
10,-11,28,0
10,-11,29,0
10,-11,30,0
10,-10,-10,7.1529479990829e-09
10,-10,-9,1.8904281792052e-08
10,-10,-8,6.93414324341387e-08
10,-10,-7,3.05666874840368e-07
10,-10,-6,1.45666689314488e-06
10,-10,-5,7.14441146162443e-06
10,-10,-4,3.53182264147988e-05
10,-10,-3,0.000174283017573986
10,-10,-2,0.00085367289717021
10,-10,-1,0.00412573443716467
10,-10,0,0.0193614433772063
10,-10,1,0.0829274103856252
10,-10,2,0.265877732906569
10,-10,3,0.490142778628596
10,-10,4,0.529702527802738
10,-10,5,0.523206353348468
10,-10,6,0.590987726806942
10,-10,7,0.563570499864433
10,-10,8,0.602548138134862
10,-10,9,0.622822893357971
10,-10,10,0.602420740053026
10,-10,11,0.583680825444442
10,-10,12,0.58367138799236
10,-10,13,0.581717129827112
10,-10,14,0.561194279291288
10,-10,15,0.581211600518311
10,-10,16,0.529705995202912
10,-10,17,0.509520419598622
10,-10,18,0.487435457508994
10,-10,19,0.427010775784102
10,-10,20,0.405130036722501
10,-10,21,0.375597765149101
10,-10,22,0.304460132668518
10,-10,23,0.0323063847669354
10,-10,24,0
10,-10,25,0
10,-10,26,0
10,-10,27,0
10,-10,28,0
10,-10,29,0
10,-10,30,0
10,-9,-9,4.20859278810597e-08
10,-9,-8,1.09812764759235e-07
10,-9,-7,3.95965442611047e-07
10,-9,-6,1.71379291254362e-06
10,-9,-5,8.01865970995318e-06
10,-9,-4,3.86135679273358e-05
10,-9,-3,0.00018737746618575
10,-9,-2,0.000906997218263115
10,-9,-1,0.00434368197808089
10,-9,0,0.0202337138665372
10,-9,1,0.0860846908324049
10,-9,2,0.274378334943816
10,-9,3,0.502176409661611
10,-9,4,0.543904716156305
10,-9,5,0.546290760243942
10,-9,6,0.614913383447252
10,-9,7,0.591264019244925
10,-9,8,0.623908058377614
10,-9,9,0.623529192074017
10,-9,10,0.607398653371359
10,-9,11,0.597405705935149
10,-9,12,0.615381637200788
10,-9,13,0.618272035311935
10,-9,14,0.595207105398544
10,-9,15,0.559196473377058
10,-9,16,0.555363190691282
10,-9,17,0.510305301536897
10,-9,18,0.463414410664236
10,-9,19,0.435745186362811
10,-9,20,0.428651187784263
10,-9,21,0.415214647282389
10,-9,22,0.407998983494081
10,-9,23,0.0647176220804561
10,-9,24,0
10,-9,25,0
10,-9,26,0
10,-9,27,0
10,-9,28,0
10,-9,29,0
10,-9,30,0
10,-8,-8,2.42105941186902e-07
10,-8,-7,6.236903170379e-07
10,-8,-6,2.21086112118237e-06
10,-8,-5,9.39397883174485e-06
10,-8,-4,4.31484046578662e-05
10,-8,-3,0.00020397091676856
10,-8,-2,0.000971192560628969
10,-8,-1,0.00459611095092847
10,-8,0,0.0212230609671031
10,-8,1,0.0896221294993298
10,-8,2,0.28292438544707
10,-8,3,0.514063863513514
10,-8,4,0.556868284642769
10,-8,5,0.56011419823942
10,-8,6,0.600187048265197
10,-8,7,0.587131158497519
10,-8,8,0.636368336817105
10,-8,9,0.602229448621284
10,-8,10,0.602122946679038
10,-8,11,0.617668292237911
10,-8,12,0.639386495337659
10,-8,13,0.624575448929664
10,-8,14,0.586762792315008
10,-8,15,0.581407785760882
10,-8,16,0.549762124289951
10,-8,17,0.530699024815261
10,-8,18,0.477527847823728
10,-8,19,0.468007722789352
10,-8,20,0.478672623635995
10,-8,21,0.434635872044814
10,-8,22,0.401060428882207
10,-8,23,0.0970310158595873
10,-8,24,0
10,-8,25,0
10,-8,26,0
10,-8,27,0
10,-8,28,0
10,-8,29,0
10,-8,30,0
10,-7,-7,1.36175516794908e-06
10,-7,-6,3.46307516100823e-06
10,-7,-5,1.20651785999325e-05
10,-7,-4,5.03322294426879e-05
10,-7,-3,0.000226991218963694
10,-7,-2,0.00105332156371295
10,-7,-1,0.00490225469454701
10,-7,0,0.0223834687537475
10,-7,1,0.0935969635531105
10,-7,2,0.292761558216677
10,-7,3,0.526324586515123
10,-7,4,0.568995268163966
10,-7,5,0.585713227151399
10,-7,6,0.623173294476877
10,-7,7,0.617008028934992
10,-7,8,0.661378182036636
10,-7,9,0.622917673372272
10,-7,10,0.642356170380222
10,-7,11,0.654745439323192
10,-7,12,0.639286034433578
10,-7,13,0.616345049501277
10,-7,14,0.581715297295237
10,-7,15,0.594274558286476
10,-7,16,0.552660484322856
10,-7,17,0.531064595604543
10,-7,18,0.513318212692882
10,-7,19,0.504793057329047
10,-7,20,0.489338226592522
10,-7,21,0.435823464471115
10,-7,22,0.448807951082109
10,-7,23,0.127399579146741
10,-7,24,0
10,-7,25,0
10,-7,26,0
10,-7,27,0
10,-7,28,0
10,-7,29,0
10,-7,30,0
10,-6,-6,7.48245387201568e-06
10,-6,-5,1.87897280176599e-05
10,-6,-4,6.43726457093462e-05
10,-6,-3,0.000263767820679017
10,-6,-2,0.00116795820432276
10,-6,-1,0.00529571131999791
10,-6,0,0.0237813492644138
10,-6,1,0.0980787424788731
10,-6,2,0.303307267690517
10,-6,3,0.537517876632767
10,-6,4,0.577413389859296
10,-6,5,0.603525601838327
10,-6,6,0.615656780607454
10,-6,7,0.641920765396107
10,-6,8,0.636549577696057
10,-6,9,0.639205687397474
10,-6,10,0.652252409722763
10,-6,11,0.673941788166999
10,-6,12,0.627787241844533
10,-6,13,0.614031217849665
10,-6,14,0.586941570975393
10,-6,15,0.581340437035204
10,-6,16,0.58133744442324
10,-6,17,0.56387475451081
10,-6,18,0.535953964997419
10,-6,19,0.519200048234556
10,-6,20,0.469553134234587
10,-6,21,0.407691570237472
10,-6,22,0.485911002193111
10,-6,23,0.12836816860363
10,-6,24,0
10,-6,25,0
10,-6,26,0
10,-6,27,0
10,-6,28,0
10,-6,29,0
10,-6,30,0
10,-5,-5,4.01687485410733e-05
10,-5,-4,9.96479927208625e-05
10,-5,-3,0.000335863141056053
10,-5,-2,0.00135138276217182
10,-5,-1,0.00584516568066878
10,-5,0,0.025548751258856
10,-5,1,0.103245875047605
10,-5,2,0.314854000553141
10,-5,3,0.546452185873714
10,-5,4,0.579598021583677
10,-5,5,0.631968515605966
10,-5,6,0.599004684432296
10,-5,7,0.654094874705312
10,-5,8,0.6552440478543
10,-5,9,0.640619827688309
10,-5,10,0.683348227023068
10,-5,11,0.660144481565189
10,-5,12,0.625741960479327
10,-5,13,0.611841195907557
10,-5,14,0.59528871614143
10,-5,15,0.584393952576747
10,-5,16,0.596820004063201
10,-5,17,0.582254526746858
10,-5,18,0.548311015095856
10,-5,19,0.477714899791134
10,-5,20,0.438060894576247
10,-5,21,0.390582869749373
10,-5,22,0.460816129202929
10,-5,23,0.161384200411516
10,-5,24,0
10,-5,25,0
10,-5,26,0
10,-5,27,0
10,-5,28,0
10,-5,29,0
10,-5,30,0
10,-4,-4,0.000210688648809307
10,-4,-3,0.00051646090716878
10,-4,-2,0.00171165022250945
10,-4,-1,0.00672778703319719
10,-4,0,0.0280078475095075
10,-4,1,0.109919222664571
10,-4,2,0.328113315350912
10,-4,3,0.55421961129252
10,-4,4,0.600822974140655
10,-4,5,0.626980018456896
10,-4,6,0.626589190545857
10,-4,7,0.671197342560116
10,-4,8,0.654374775435482
10,-4,9,0.675193986016569
10,-4,10,0.692808460472805
10,-4,11,0.671674602440407
10,-4,12,0.63598884371812
10,-4,13,0.617399749640023
10,-4,14,0.633945486603857
10,-4,15,0.6293235869194
10,-4,16,0.616823867834943
10,-4,17,0.582806209008049
10,-4,18,0.513092076187046
10,-4,19,0.467556637126064
10,-4,20,0.426863060314138
10,-4,21,0.396166081011297
10,-4,22,0.371542526668201
10,-4,23,0.162089539385996
10,-4,24,0
10,-4,25,0
10,-4,26,0
10,-4,27,0
10,-4,28,0
10,-4,29,0
10,-4,30,0
10,-3,-3,0.00107945512526319
10,-3,-2,0.00261242198654027
10,-3,-1,0.00846872639173091
10,-3,0,0.0319792957493206
10,-3,1,0.119150684060884
10,-3,2,0.344276495359944
10,-3,3,0.559597981639661
10,-3,4,0.604438040953414
10,-3,5,0.63952579341761
10,-3,6,0.65687484114766
10,-3,7,0.670034839020496
10,-3,8,0.654452673848469
10,-3,9,0.703804059350141
10,-3,10,0.663046989774146
10,-3,11,0.666998343257715
10,-3,12,0.659548907130187
10,-3,13,0.669603491529828
10,-3,14,0.669743980384645
10,-3,15,0.620795636791996
10,-3,16,0.562327483992259
10,-3,17,0.54786858452752
10,-3,18,0.518199182816739
10,-3,19,0.470031147171782
10,-3,20,0.438380901253715
10,-3,21,0.369166224531026
10,-3,22,0.342533982866529
10,-3,23,0.16224593583818
10,-3,24,0
10,-3,25,0
10,-3,26,0
10,-3,27,0
10,-3,28,0
10,-3,29,0
10,-3,30,0
10,-2,-2,0.00538830265312239
10,-2,-1,0.0127980312929992
10,-2,0,0.0397987825397206
10,-2,1,0.133838977514738
10,-2,2,0.365626618872191
10,-2,3,0.568517783709085
10,-2,4,0.625360147572756
10,-2,5,0.632621331717666
10,-2,6,0.666790744309922
10,-2,7,0.667082113804938
10,-2,8,0.703082603542944
10,-2,9,0.688918095899134
10,-2,10,0.683385961289132
10,-2,11,0.666482679560868
10,-2,12,0.691944455293229
10,-2,13,0.692364515385784
10,-2,14,0.604905298060127
10,-2,15,0.586331663393739
10,-2,16,0.479612200455782
10,-2,17,0.560996892607351
10,-2,18,0.541809669313179
10,-2,19,0.464498865513915
10,-2,20,0.432289523165838
10,-2,21,0.374667272119227
10,-2,22,0.372182458658092
10,-2,23,0.162489874670262
10,-2,24,0
10,-2,25,0
10,-2,26,0
10,-2,27,0
10,-2,28,0
10,-2,29,0
10,-2,30,0
10,-1,-1,0.0258196998989195
10,-1,0,0.058767221006428
10,-1,1,0.161662803863134
10,-1,2,0.397182139118266
10,-1,3,0.580696428859836
10,-1,4,0.615880057789227
10,-1,5,0.63994211670076
10,-1,6,0.673509496686127
10,-1,7,0.687027506127478
10,-1,8,0.683827035878003
10,-1,9,0.685601746566811
10,-1,10,0.673082774536682
10,-1,11,0.717117332329922
10,-1,12,0.704168444757164
10,-1,13,0.64173022148438
10,-1,14,0.64532950834136
10,-1,15,0.610729961658529
10,-1,16,0.648135790597812
10,-1,17,0.518353253276141
10,-1,18,0.531526918325918
10,-1,19,0.471563461681762
10,-1,20,0.449447981001046
10,-1,21,0.429778926654422
10,-1,22,0.411532512092088
10,-1,23,0.162449830980371
10,-1,24,0
10,-1,25,0
10,-1,26,0
10,-1,27,0
10,-1,28,0
10,-1,29,0
10,-1,30,0
10,0,0,0.111545869587366
10,0,1,0.22306164744409
10,0,2,0.450259076123521
10,0,3,0.592454931563833
10,0,4,0.645371207224139
10,0,5,0.669489562725638
10,0,6,0.676853340160194
10,0,7,0.699728834837366
10,0,8,0.690298401403751
10,0,9,0.692926375929226
10,0,10,0.722465414109993
10,0,11,0.703673737065546
10,0,12,0.674498988125176
10,0,13,0.653318613415094
10,0,14,0.657662176116112
10,0,15,0.617166412790501
10,0,16,0.581032619792947
10,0,17,0.5416299052317
10,0,18,0.561601609260639
10,0,19,0.532928573063614
10,0,20,0.43303462452982
10,0,21,0.39371594648145
10,0,22,0.457986952992301
10,0,23,0.129771912007412
10,0,24,0
10,0,25,0
10,0,26,0
10,0,27,0
10,0,28,0
10,0,29,0
10,0,30,0
10,1,1,0.359080028334666
10,1,2,0.545063023563327
10,1,3,0.613725290070585
10,1,4,0.650939514998728
10,1,5,0.719620522841485
10,1,6,0.721352367023495
10,1,7,0.703363444912741
10,1,8,0.724273343983401
10,1,9,0.75063889524837
10,1,10,0.697880788754402
10,1,11,0.70337563616912
10,1,12,0.685311592346078
10,1,13,0.675446319569988
10,1,14,0.668090939008297
10,1,15,0.502512111284612
10,1,16,0.612895611646815
10,1,17,0.34989268888867
10,1,18,0.50015600651189
10,1,19,0.416543536956019
10,1,20,0.400509784856908
10,1,21,0.35234913793126
10,1,22,0.447002977017319
10,1,23,0.0646112314745882
10,1,24,0
10,1,25,0
10,1,26,0
10,1,27,0
10,1,28,0
10,1,29,0
10,1,30,0
10,2,2,0.625165569797551
10,2,3,0.633711425657833
10,2,4,0.66746348646482
10,2,5,0.738847756688225
10,2,6,0.736163304700582
10,2,7,0.740274116020842
10,2,8,0.72622635714244
10,2,9,0.768150397830385
10,2,10,0.759253512307197
10,2,11,0.757309694244698
10,2,12,0.738416207862882
10,2,13,0.713332618790035
10,2,14,0.698064563610911
10,2,15,0.556854068362556
10,2,16,0.603469531602136
10,2,17,0.526877414103007
10,2,18,0.317930269823709
10,2,19,0.37371685109311
10,2,20,0.390344672352082
10,2,21,0.373655158793384
10,2,22,0.419206629346387
10,2,23,0
10,2,24,0
10,2,25,0
10,2,26,0
10,2,27,0
10,2,28,0
10,2,29,0
10,2,30,0
10,3,3,0.648565775962529
10,3,4,0.681883122640318
10,3,5,0.737591447899186
10,3,6,0.756855208237958
10,3,7,0.775947031150513
10,3,8,0.74408552939624
10,3,9,0.736809634716482
10,3,10,0.7278673341124
10,3,11,0.714531683723006
10,3,12,0.691956904025445
10,3,13,0.657529907738383
10,3,14,0.629786510350824
10,3,15,0.595298585251391
10,3,16,0.552273909444203
10,3,17,0.497460372578394
10,3,18,0.401471643583918
10,3,19,0.279251899222771
10,3,20,0.177386649249727
10,3,21,0.345827871446669
10,3,22,0.322906458419041
10,3,23,0
10,3,24,0
10,3,25,0
10,3,26,0
10,3,27,0
10,3,28,0
10,3,29,0
10,3,30,0
10,4,4,0.717979987529154
10,4,5,0.764821880522692
10,4,6,0.765632404830444
10,4,7,0.769138996056831
10,4,8,0.75000998849643
10,4,9,0.749440392549307
10,4,10,0.745700742988347
10,4,11,0.730112886003416
10,4,12,0.71916048146431
10,4,13,0.701845825819789
10,4,14,0.676216044258453
10,4,15,0.643819773690445
10,4,16,0.604669651158879
10,4,17,0.617291150202631
10,4,18,0.605517171628235
10,4,19,0.557464024442814
10,4,20,0.478510096372372
10,4,21,0.41575170237878
10,4,22,0.161628316144594
10,4,23,0
10,4,24,0
10,4,25,0
10,4,26,0
10,4,27,0
10,4,28,0
10,4,29,0
10,4,30,0
10,5,5,0.785131768723257
10,5,6,0.798054758419582
10,5,7,0.816670801603761
10,5,8,0.820383435564063
10,5,9,0.801608154753791
10,5,10,0.819847236863322
10,5,11,0.79842091229812
10,5,12,0.784688397932936
10,5,13,0.775718850652835
10,5,14,0.744556638340573
